ID,Scheduled,PassThru,Start Time,End Time,Event,School Name,School Code,Sport,PubPoint
80454be6-1828-499d-b398-6c3b38f30a28,scheduled,False,1618008600,1618020000,SB: Middle Tennessee vs Marshall,Conference USA,c-usa,Softball,mtsu_softball
f9547332-f5d5-49e0-bc8f-63ec97466837,scheduled,False,1618073400,1618084800,vs. Ashland,Davenport University,dave,Baseball,davenport_1
cc6a38ff-0b50-4d79-b47f-320b77188954,scheduled,False,1618076700,1618110000,UWG Baseball vs. Union,University of West Georgia,wega,Baseball,westgeorgia_audio2
bc057b3e-4358-4089-aea2-05ac0004396c,scheduled,False,1617822000,1617840000,Bethany at W&J,Presidents Athletic Conference,pac,Softball,washjeff_1
1281a5f2-414e-4349-ab70-63900958ec47,scheduled,False,1618008600,1618020000,BSB AUDIO: Charlotte at FIU,Conference USA,c-usa,Baseball,charlotte_audio2
59005cbd-3119-417e-b95a-d69076c3638c,scheduled,False,1618076700,1618087500,RIT vs Skidmore,Rochester Institute of Technology,rit,Men's Lacrosse,RIT_2
f65881c2-808f-4051-a06a-e1fdbc35cbea,scheduled,False,1618065900,1618092000,DH vs. Delaware Valley University,Fairleigh Dickinson-College at Florham,fduf,Baseball,fdudevils_2
08b942cb-9ba0-4802-907b-09e67f9af910,scheduled,False,1618008000,1618027200,vs. Texas State,Troy University,troy,Baseball,troy_wtbf_1
d80403c7-52ab-4a74-952c-0a8df85ba807,scheduled,False,1618164000,1618174800,WSOC vs. South Dakota State,Western Illinois University,wil,Women's Soccer,wiu_1
d84e227e-592a-489f-b2f5-f908077de6fe,scheduled,False,1618156500,1618167600,NDSU vs South Dakota ,North Dakota State University,ndsu,Softball,gobison_audio2
fc7a5d7d-eece-4c6b-8a77-0686d4f4ef23,scheduled,False,1618160100,1618171200,vs. Hamline University,Macalester College,maca,Women's Soccer,macalester_1
17d8cbb1-bc69-42cd-91a2-2a0e9428e7f5,conflict,False,1618171200,1618182000,Lafayette at Navy (Game 2),Patriot League,patr,Baseball,usna_1
c9a74f78-8e1a-4508-872d-355da92ebc38,conflict,False,1618007400,1618021800,vs. Dixie State ,Grand Canyon University,gcan,Softball,GCU_4
a4c349cd-35c0-4b12-89a6-dff3c01baa14,scheduled,False,1618088100,1618099200,BSB AUDIO: Charlotte at FIU (Game 2),Conference USA,c-usa,Baseball,charlotte_audio2
8b601891-8a1d-4619-8b4d-c9dc3e352d78,scheduled,False,1617994500,1618012800,Baseball vs. Butler,Seton Hall University,seha,Baseball,shu_1
b8229a82-7ffb-4604-9027-739361066864,scheduled,False,1618159800,1618174800,Baseball at Northwestern - Game 3,Rutgers University,rutu,Baseball,rutgersu_audio1
ecdf91c4-7913-4086-93dc-d592b90fa90e,scheduled,False,1618069500,1618081200,Men's Lacrosse vs. Manhattan,Quinnipiac University,quic,Men's Lacrosse,quinnipiac_2
f8433c5b-53ca-43f7-9203-15f271497469,scheduled,False,1618077600,1618102800,South Alabama at Texas State,University of South Alabama,sala,Softball,southalabama_3_audio
f5906d43-fe22-48c1-b033-dd97a184fc7a,scheduled,True,1617843600,1617847200,Paul Petrino Show,University of Idaho,idho,Football,
68cf765f-b0ee-4ab9-b62d-bed3577d089b,scheduled,False,1618083000,1618093800,Navy at Lehigh,Patriot League,patr,Men's Lacrosse,lehigh_1
284ff298-125d-4446-8bdd-3275bc21f048,scheduled,False,1617751800,1617778800,Live Baseball vs Oral Roberts (PREMIUM),Oklahoma,okla,Baseball,oklahoma_base
419e2da3-e3ad-48df-a509-ab020a4795d6,scheduled,False,1618072800,1618095600,Washington & Jefferson at Franciscan,Presidents Athletic Conference,pac,Softball,Franciscan_2
be217f96-f9ec-4543-ba95-8c2db8658b3d,scheduled,True,1618026300,1618038000,vs. Mississippi State,"University of Tennessee, Knoxville",tenn,Softball,
a46dc5b4-45ee-4f3b-b5f3-999b766f7722,scheduled,False,1618026600,1617406504,vs. Indianapolis,Davenport University,dave,Men's Lacrosse,davenport_1
379664e0-4d54-48ac-87df-0a4376f99303,scheduled,True,1618112700,1618124400,vs. Mississippi State,"University of Tennessee, Knoxville",tenn,Softball,
e20d0e2c-239d-4dc4-8292-f82fae9cc901,scheduled,False,1618070400,1618084800,UAlbany vs Binghamton (game 1),America East Conference,aeast,Baseball,binghamton_3
8783946a-d538-4c87-8a96-abdc13cd5448,scheduled,True,1618009200,1618025400,vs. Baylor,West Virginia University,wvir,Baseball,
79e197d2-6356-422a-bfd7-34991e8f9ad9,scheduled,False,1618098900,1618112700,BSB: UAB vs. USM ,Conference USA,c-usa,Baseball,somiss_2
d3f8cc52-aab6-4ee1-aad2-d3acec82f79c,scheduled,True,1618013700,1618036200,vs. West Virginia,Baylor University,bay,Baseball,
b4c429b2-310d-40cf-9a6d-936a0709a05b,scheduled,True,1618086600,1618113600,vs. Marshall,Western Kentucky University,wky,Baseball,
64b8d67d-c9e4-4a2c-9065-8c5502fe8ab6,scheduled,False,1618163100,1618174800,vs. Sam Houston,University of New Orleans,newo,Baseball,uno_tricaster_3
2cb3f4f3-3c25-40b2-92bc-0440ab5e6adf,scheduled,False,1618095000,1618105800,Vermont vs. UMass Lowell,America East Conference,aeast,Men's Lacrosse,lowell_2
efd54398-4024-4524-a3a2-a207e644baec,scheduled,True,1617834600,1617856200,vs. Nicholls,University of Louisiana at Lafayette,ulaf,Baseball,
d0fdc8ae-a0db-4297-8999-b9bda5e20997,scheduled,True,1617832500,1617854400,vs. Florida A&M,University of Florida,fla,Baseball,
7a401730-63ec-454e-a478-b6ac2bc66ab7,scheduled,False,1618159800,1618178400,vs. North Carolina A&T,North Carolina Central University,nccu,Baseball,nccu_audio1
08666d9a-dfea-4f0a-a181-00e0da524207,scheduled,False,1618008600,1618020000,vs. Arkansas (Audio Only),"University of Alabama, Tuscaloosa",alab,Softball,rolltide_audio2
67d04166-d177-458b-b0fd-01fe4b06bfc3,scheduled,False,1618076400,1618090200,Football vs. Martin Luther,University of Minnesota Morris,mnmr,Football,minnmorris_1
5fb2e94b-39db-4490-a764-ce5b134221e2,scheduled,False,1617837600,1617847200,Penn State Behrend at Geneva,Presidents Athletic Conference,pac,General,geneva_1
8d77610b-4139-4138-bc84-c54661934170,scheduled,True,1618163100,1618178400,Audio: Alabama,Texas A&M University,tam,Baseball,
55789a9e-1a21-44e1-a722-523cb2073bba,scheduled,False,1618167300,1618180200,BB vs. Rhodes,Centre College,cenr,Baseball,colonels_3
4ce33196-732b-41a5-a0b2-8f6bcda39934,scheduled,False,1617997800,1618012800,Baseball at Northwestern - Game 1,Rutgers University,rutu,Baseball,rutgersu_audio1
5bfc36c9-2bbd-4841-b0c6-a3b3926aaeb6,scheduled,False,1618084800,1618095600,vs. Bethel College (Ind.),Madonna University,mdna,Women's Lacrosse,madonna_MAC
a9982afc-5498-45dd-a1f5-7d0c36472fbd,scheduled,False,1618069200,1618079340,Thiel at Franciscan,Presidents Athletic Conference,pac,Women's Lacrosse,Franciscan_1
0095fa93-d54a-4304-9d2c-1cfc82bef9b6,scheduled,False,1617831900,1617840900,WSoc vs Loras,University of Dubuque,dubu,Women's Soccer,dubuque_1
a04107f4-4860-43d5-b71f-1489b6c1ba30,scheduled,False,1618081200,1618095600,vs. Dixie State ,Grand Canyon University,gcan,Softball,GCU_4
65136687-8b7d-4ce6-911e-851a24221d66,scheduled,False,1617832800,1617854400,vs. BRYANT AND STRATTON COLLEGE,Heartland Community College,heartlandcc,Men's Soccer,HCC_2
1dac199a-81fb-48ec-91e8-b8faaaaec429,scheduled,False,1618003800,1618014000,Lafayette at Lehigh ,Patriot League,patr,Women's Soccer,lehigh_1
113e6ff0-e7b2-4c57-a249-2386304779f3,scheduled,False,1618159800,1618178400,vs. Ferris State,Davenport University,dave,Softball,davenport_2
eb41d7e5-7047-4dcb-b26c-631c4124f355,scheduled,False,1618074000,1618092000,vs. Illinois Wesleyan University,North Central College,noce,Women's Lacrosse,NCTV_1
b28d16fb-3562-425d-a093-ea73168a9a2a,scheduled,False,1618160400,1618171200,WSOC: Saint Joseph's vs. La Salle,Atlantic 10 Conference,atl10,Women's Soccer,saintjosephs_1
80a3d118-fd63-49e3-91ba-d74743fe9780,conflict,False,1618077600,1618088400,Lafayette at Colgate (Game 2 of 2),Patriot League,patr,Softball,colgate_1
8377dbed-928a-4555-b2be-22cef532fd2d,scheduled,False,1618070400,1618092000,vs. Elmhurst University,North Central College,noce,Baseball,northcentral_1
2aa2046c-3c0e-4890-aa92-2f7f910ea7f6,scheduled,True,1618083900,1618106400,vs. Missouri,"University of South Carolina, Columbia",scar,Baseball,
5fee4b86-f930-4ee3-97c0-a91961798d5d,scheduled,True,1618080300,1618092000,vs. UAB,University of Southern Mississippi,smis,Baseball,
d0bb8b23-ea32-47cd-9cc2-18f2a1426cda,scheduled,True,1618098300,1618110000,Audio: TCU,Texas A&M University,tam,Women's Soccer,
3f6dc915-733e-41bb-b21d-52eaf407576a,scheduled,False,1617834600,1617847200,Men's Soccer vs. TBD (NJAC Quarterfinals),"Rutgers, The State Univ. of New Jersey, Camden",rutc,Men's Soccer,rcamden_1
0f14976a-17f0-4b24-a979-a00761f8576a,scheduled,False,1617835500,1617847200,vs. Cornerstone University (Mich.),Aquinas College,aqui,Women's Soccer,aquinas_2
adbc7e3b-60ee-4b6f-8a61-bf6aceb44ccd,scheduled,False,1618112700,1618128000,vs. Purdue,Indiana University,ind,Softball,indiana_3
aef1207d-3e36-4c3b-ba27-1a639c0ea7a2,scheduled,False,1618076700,1618088400,vs. Lourdes University,Aquinas College,aqui,Men's Lacrosse,aquinas_2
b2322460-9942-4ca8-8ece-9a3b253b4073,scheduled,True,1618180200,1618196400,vs. Oregon,Oregon State University,orst,Baseball,
7fa42c16-8c9e-452d-b9b2-589357e8c829,ended,False,1618073100,1617548552,UTD SBALL vs BELHAVEN,University of Texas-Dallas,utd,Softball,utdallas_1
3aaca9fb-e1e9-4096-acfe-0e3869812464,scheduled,False,1618081200,1618113540,GGC Softball vs Truett-McConnell (Ga.) - Game 2,Georgia Gwinnet College,ggc,Softball,Gwinnett_5
af14d14e-f62f-45ff-a062-545ebc9da360,scheduled,True,1617833700,1617845400,vs. Tennessee Tech,"University of Tennessee, Knoxville",tenn,Softball,
4417a854-0944-444e-aaaa-9eebd0e667e7,scheduled,False,1618162200,1618171200,Holy Cross at Army West Point ,Patriot League,patr,Baseball,usma_1
f97e2a7d-5b47-42ce-b44e-2a5118bb6325,scheduled,True,1617749100,1617771600,vs. North Carolina,"University of South Carolina, Columbia",scar,Baseball,
2a3e3441-0ad5-44d9-90c1-fe2439bfece8,scheduled,True,1617745500,1617769800,vs. Appalachian State,North Carolina State University,ncst,Baseball,
8880613c-88a0-423b-a6a9-2cfe7c8a9d36,scheduled,False,1618170300,1618182900,Sb vs BenU G2,Dominican University (Illinois),domi,Softball,dustars_3
51d23407-0c04-49fb-b57a-ece5a81b4bf4,scheduled,False,1618076700,1618092000,vs. Illinois,Indiana University,ind,Baseball,indiana_1
eec74082-c618-4768-b9ed-52234734e2e3,scheduled,False,1617823200,1617841800,vs. Northwood,Davenport University,dave,Softball,davenport_2
4554beb4-b53c-4571-8178-b2a1776de831,scheduled,True,1618163100,1618185600,vs. UAB,University of Southern Mississippi,smis,Baseball,
11a9fc67-339d-4d53-a514-44efe9052dae,scheduled,False,1617836400,1617847200,MSOC: Saint Joseph's vs. La Salle,Atlantic 10 Conference,atl10,Men's Soccer,saintjosephs_1
e5a834b1-421b-4d5f-9bca-0279ae120dd6,scheduled,False,1617813900,1617825600,Binghamton vs New Hampshire,America East Conference,aeast,Women's Lacrosse,unh_1
5d5772ff-57d3-480d-89a2-7bac73b94778,scheduled,False,1618153200,1618164000,SU Women's Tennis,Syracuse University,syr,Women's Tennis,syr_2
4d7c75e4-0bd8-4559-a0c0-43081854f88d,scheduled,True,1618163100,1618182000,BSB: WKU vs Marshall,Conference USA,c-usa,Baseball,
9852d3d6-ca7a-405b-920f-8a69e07eb15d,conflict,False,1617838800,1617849000,Washington & Jefferson at Franciscan,Presidents Athletic Conference,pac,Men's Soccer,Franciscan_1
eed0f522-63ca-4252-b952-19894bbf8d2c,scheduled,False,1617822000,1617834600,Lafayette at Lehigh ,Patriot League,patr,Baseball,lehigh_1
a865e480-d4af-4702-9648-0d4bcaa20980,scheduled,True,1618083000,1618099200,vs. Baylor,West Virginia University,wvir,Baseball,
537f7f3f-c6ae-4aae-baa2-54bf276f0606,scheduled,False,1618003800,1618027140,GGC Baseball vs Webber International (Fla.),Georgia Gwinnet College,ggc,Baseball,Gwinnett_5
20e5fbeb-8d1e-4583-8399-39877d9f7766,scheduled,False,1618163100,1618174800,vs. Sam Houston,University of New Orleans,newo,Baseball,uno_audio3
ace1de0c-263d-462e-9e28-ff4e2841a07c,scheduled,True,1618007400,1618027200,vs. Arkansas State,University of Louisiana at Lafayette,ulaf,Baseball,
0cd8d7be-3465-4b91-b23d-9af68fc15d55,scheduled,False,1618007400,1618020000,vs. Wilkes University,King's College (Pennsylvania),kipa,Women's Soccer,kings_1
23c4b0d9-c6b8-41b8-a875-266eb7d69100,scheduled,False,1617831900,1617843600,Women's Volleyball vs. Elmhurst,Illinois Wesleyan University,illw,Women's Volleyball,IWUTitans_1
b65f52a6-6373-4fd1-ba3c-12a50fa779a6,scheduled,True,1618008300,1618020000,Audio: Auburn,Texas A&M University,tam,Softball,
904d991e-2adf-46d9-9100-298348535a95,scheduled,True,1618077600,1617662248,FB vs. South Dakota (Audio),South Dakota State University,sdst,Football,
a76b7470-578a-4f34-95e6-c9acde394af0,scheduled,False,1618004700,1618014600,SB: CLT vs FAU,Conference USA,c-usa,Softball,fau_2
63eb70bf-2faa-45b9-8873-6bfcec90c200,scheduled,False,1617993900,1618005600,Women's Lacrosse vs. Manhattan,Quinnipiac University,quic,Women's Lacrosse,quinnipiac_1
a90d1a5d-b3c2-436d-9a98-d06ef7c504ed,scheduled,False,1618156800,1618171200,UAlbany vs Binghamton (game 1),America East Conference,aeast,Baseball,binghamton_3
365c61c8-135c-419d-9329-913471436f22,scheduled,False,1618164000,1618182000,vs. Northern Colorado,Grand Canyon University,gcan,Baseball,GCU_3
f63a16c7-1e7a-4e2f-8a81-23cb9a9b7d63,scheduled,True,1617750000,1617769800,Baseball vs. Southern,Mississippi State University,msst,Baseball,
ab5d6f57-bf36-4a68-9657-ec4519ed1f4d,scheduled,True,1617843600,1617847200,NAU Coaches Radio Show,Northern Arizona University,nazu,General,
a7ec2984-a94e-4354-b5a5-9805f5c3f5a6,scheduled,False,1617986700,1618002000,vs. Shepherd,Millersville University,mvil,Softball,millersville_2
fe45ccb8-d3b1-4bab-b89a-59d7cd9c1a4f,scheduled,False,1618156800,1618167600,FH vs. Villanova,Temple University,tem,Field Hockey,temple_3
c5f8eb2c-1faf-47d4-8e6a-96e6ff507874,scheduled,True,1617922800,1617933600,Sports Nightly Audio,Nebraska,neb,General,
46820869-aeaa-4562-96f1-9909763c7044,scheduled,False,1618079400,1618092000,vs. Kean University,William Paterson University,wpat,Baseball,wpunj_2
427de4ca-558b-4a21-a1ea-edbde03b08ec,scheduled,False,1617896700,1617901260,Behind The Web Presented by Davenport & Co.,University of Richmond,rich,Football,richmond_audioimg
9b03b9ff-2a46-4031-9518-ce8b87b3d955,scheduled,False,1618000200,1618025700,Ocean State Invitational,Providence College,prov,Women's Track and Field,providence_2
84b0747e-d282-4ea6-86a3-656003964834,scheduled,True,1617749400,1617768000,vs. Austin Peay (Audio Only),Southern Illinois University at Carbondale,silu,Baseball,
dae972ac-230f-4ce1-89be-74f50ee2e6b0,conflict,False,1618087800,1618099200,vs. University of Mary Hardin-Baylor,Howard Payne University,howp,Baseball,howardpayne_2
fe00b08b-4ec5-4443-8566-b2bc2fdf49e6,scheduled,False,1618073880,1618081200,Softball vs. Cedarville (Game One),Wayne State University,wyst,Softball,waynestate_3
5c8dc50d-af72-458f-8458-91c43ccaec99,scheduled,False,1618094700,1618111800,Football vs. North Park,Illinois Wesleyan University,illw,Football,IWUTitans_3
eefd1606-ce88-4685-aae7-cfdd1e7761b9,scheduled,True,1618069500,1618077600,vs. UTSA,University of Southern Mississippi,smis,Softball,
957afaa3-088b-4f50-bff3-aa3ea9c92cdd,scheduled,True,1618087500,1618099200,Audio: Auburn,Texas A&M University,tam,Softball,
3a35b9bb-f93e-4c9f-8acb-d77c6c8b77d0,scheduled,False,1618070100,1618095600,vs. Purchase College,Manhattanville College,manv,Softball,mv_2
e31aa0af-51f7-4d01-9d69-9adbbd673bf0,scheduled,False,1618097100,1618112700,Demon Football at Incarnate Word,Northwestern State University,nwst,Football,nsula_audio2
5d32814b-dcdc-49e8-9a52-44f13b1b81d8,scheduled,False,1617843000,1617861600,Azusa Pacific Softball vs. Chapman (Game Two),Azusa Pacific University,azus,Softball,APUSoftball_2
c7a52ec6-e895-41da-ab2c-dadc2162a723,scheduled,False,1618155900,1618174800,Women's Lacrosse vs. Butler,VILLANOVA UNIVERSITY,nova,Women's Lacrosse,villanova_2
170a834a-47b8-4926-a75d-8a05a40634a5,scheduled,False,1618073400,1618081200,UMass Lowell vs. Stony Brook (Game 1),America East Conference,aeast,Softball,stonybrook_3
2bf62428-5dea-4727-95fa-88c065f93034,scheduled,True,1618095300,1618117200,vs. Tennessee,University of Florida,fla,Baseball,
3ddd76d8-16e9-4d10-85ed-faff997e7ddd,scheduled,False,1618162200,1618173000,Lehigh at American,Patriot League,patr,Field Hockey,american_1
70a1f144-fd06-4007-8329-414332ba2961,scheduled,False,1618162200,1618174800,vs. Washington University in St. Louis,Millikin University,milk,Softball,millikin_1
726dc78b-fe49-4e76-9d83-03593bb76062,scheduled,False,1618008000,1618020000,vs. Denver,University of Missouri-Kansas City,umkc,Women's Soccer,roos_5
b051b21d-d04d-48fb-9883-3f7f8efee205,scheduled,True,1618070400,1618088700,vs. Penn State,Michigan State University,msu,Baseball,
96534b65-ef27-4efb-a68f-1d5dd8201519,scheduled,False,1618008600,1618020000,Bethany at Geneva,Presidents Athletic Conference,pac,Men's Soccer,geneva_1
2f7d6977-6d36-4d29-a1c4-4e209b39d88a,scheduled,False,1618070400,1618081200,Hartford vs. Maine,America East Conference,aeast,Softball,maine_1
62b130e5-acd0-4c4a-acef-d620688454ff,scheduled,False,1618079400,1618092000,Thiel at Franciscan,Presidents Athletic Conference,pac,Men's Lacrosse,Franciscan_1
0a7a3f07-5844-4246-9c63-4f33c4c419b5,scheduled,False,1618070400,1618084800,FH: Davidson vs. VCU,Atlantic 10 Conference,atl10,Field Hockey,davidson_int
57ecff72-cab2-44dc-924e-890ffc151a55,scheduled,False,1618068600,1618084800,vs. Valparaiso,Morehead State University,more,Football,Morehead_FB
7c097a87-796a-4521-9937-73ee57e022f0,scheduled,True,1618004700,1618027200,vs. North Carolina,Duke University,duke,Baseball,
6c5074a3-9ce1-4a03-9114-0c7091bb9c33,conflict,False,1618091100,1614016469,vs. Sam Houston (GAME 2),University of New Orleans,newo,Baseball,uno_audio3
0d9bdeb0-d175-42f3-ae18-31a02eab22c2,scheduled,False,1618009200,1618020000,WSOC: UAB vs LA Tech,Conference USA,c-usa,Women's Soccer,latech_1
0ce35345-4ef7-4d3d-90d7-b9581c0d57e5,scheduled,False,1617991200,1618002000,Binghamton vs UMBC,America East Conference,aeast,Women's Soccer,umbc_1
c7e3625c-e624-4a18-bc0f-4a4ca4df359b,scheduled,False,1618009800,1618020600,vs. WHAC Tournament Semifinal ,Cornerstone University,cose,Women's Volleyball,cornerstone_1
537c6d0c-1b16-4626-bdce-f690875932f0,scheduled,True,1618073100,1618086600,vs. Marshall ,Western Kentucky University,wky,Baseball,
e048d6a1-90c2-4ffb-8765-41f61e67e05c,scheduled,False,1617915000,1614886517,vs. Yeshiva University,State University College at Old Westbury,olwe,Softball,westbury_4
669c0c54-cedd-4c74-9197-72fe7f39c6e1,conflict,False,1618072200,1618086600,Fordham at Bucknell ,Patriot League,patr,Football,bucknell_1
5926d685-e772-43e5-aa31-b21ce638ce59,scheduled,False,1617926400,1617937200,WSOC: Middle Tennessee vs. Marshall,Conference USA,c-usa,Women's Soccer,marshall_1
aac1407e-9b66-40b9-988d-0242514f7941,scheduled,True,1618005600,1618030800,vs. ULM (Audio Only),Georgia Southern University,geos,Baseball,
cc5bb674-5067-4a23-b559-cd9412ab6e8f,scheduled,False,1618068600,1618081200,NJIT vs UAlbany,America East Conference,aeast,Women's Soccer,njit_1
12d819cb-f64c-4d01-8d02-9177d7d88bdd,scheduled,False,1617839100,1617850800,vs. Illinois Wesleyan University,Millikin University,milk,Women's Soccer,millikin_2
13b0523c-b1da-41dc-918f-f41dbfc1e0bb,scheduled,True,1618080000,1618099200,BSB Game Audio vs. Vanderbilt,University of Georgia,geo,Baseball,
ced71400-dbc6-43e1-a06f-9afc20a0d569,scheduled,False,1618007400,1618023600,vs. York College of Pennsylvania,Messiah College,mess,Field Hockey,messiah_1
311555cd-08c4-4c5e-9ac7-209538a2fafd,scheduled,False,1617832200,1617843600,vs. Fayetteville Tech CC,Methodist University,methodist,Baseball,methodist_1
cbeecf01-4424-4f19-ab8b-48f8f1c3e88b,scheduled,False,1618005600,1618023600,South Alabama at Texas State,University of South Alabama,sala,Softball,southalabama_3_audio
bfef4f4b-c047-4355-a67e-a974e1c94680,scheduled,True,1618080300,1618102800,vs. Rice,Louisiana Tech University,latc,Baseball,
348041a1-0dc1-487a-822e-3f05966e7895,scheduled,True,1618155000,1618180200,vs. ULM (Audio Only),Georgia Southern University,geos,Baseball,
980fb62b-5829-4636-a651-bbf659de3255,scheduled,False,1617987000,1617996600,New Hampshire vs. UMass Lowell,America East Conference,aeast,Field Hockey,lowell_1
3801ca5a-0caf-465f-9a87-54b29417bcb2,scheduled,False,1618155900,1618167600,BSB: ODU vs FAU,Conference USA,c-usa,Baseball,fau_1
43b3f5e8-cdfe-438f-b59a-6a85116a771a,scheduled,False,1617822600,1617834600,vs. Aquinas College (Mich.),Cornerstone University,cose,Softball,cornerstone_2
319a581d-1c0a-4e2e-973f-32ca653136e4,scheduled,False,1617826800,1617836400,Softball vs. Northern Illinois ,DePaul University,depa,Softball,depaul_1
